,phrase,intents
265,how is the traffic by newark airport,"get_info_traffic,get_location"
266,Is the road still barricaded for the Jamesville Easter Parade?,unsupported_navigation
267,Any fun events this weekend,get_event
268,Is there a horse show in Longmont soon,get_event
269,Is the weather causing traffic delays today,get_info_traffic
270,Is there any delays on my way to work this morning,"get_info_traffic,get_location_work"
271,Show me snow fall and highway closer during december,get_info_traffic
272,"San Jose Airport, leaving now, approximate travel time?","get_estimated_duration,get_location"
273,How long to walk from my house to the bank?,"get_estimated_duration,get_location_home,get_location"
274,Traffic,get_info_traffic
275,Is there a bike lane on Smith Street?,unsupported_navigation
276,get directions to michaels from anaheim,"get_directions,get_location_home"
277,How long will it take me to get to Hy-Vee right now,"get_estimated_duration,get_location"
278,Please show me how long it will take me to get to work if I leave my house right now given the current traffic conditions,"get_estimated_duration,get_location_work,get_location_home"
279,What's the traffic like in Lenoir City,get_info_traffic
280,on what street is my old high school on and how long should it take to get there,"combine,get_location,get_location_school,get_estimated_duration"
281,Traffic in Nashville TN for holiday weekend,get_info_traffic
282,any music events this weekend,get_event
283,"Events happening within a 30 mile radius of me, happening today","get_event,get_location"
284,what's the traffic in the loop today,get_info_traffic
285,How many miles is it from Truckee to South Lake Tahoe,get_distance
286,Are the freeway icy this morning?,"get_info_road_condition,get_location"
287,ideas on what to do in San Francisco today,get_event
288,Is there some sort of Christmas festival in Carmel this year,get_event
289,Whats happening this weekend,get_event
290,Japanese fast food restaurants serving sushi on Sundays near me,unsupported
291,is there any expected road construction on my way to work tomorrow,"get_info_traffic,get_location_work"
292,Is there usually traffic on the weekend for my area,"get_info_traffic,get_location_home"
293,how is my drive to my hair appointment,"get_info_traffic,get_event"
294,How long will it take me to drive from Justin's house to the Selena Gomez show?,"get_estimated_duration,get_location_home,get_event"
295,Is it easier to take i71 or i90,unsupported_navigation
296,HOW MANY ROADBLOCKS ARE THERE FOR THE MARDI GRAS FESTIVAL IN DOWNTOWN SAN DIEGO,unsupported_navigation
297,will I make it in time,get_estimated_arrival
298,Things to do in SF tonight,get_event
299,are there any rock concerts in december in my town,"get_event,get_location_home"
300,what time does the train arrive at the delta station,unsupported_navigation
301,Will the torch relay slow down traffic on I-94 around 8 am today?,"get_info_traffic,get_event"
302,"How many miles from my home to Lancaster, PA","get_distance,get_location_home"
303,is there any traffic on west main street,get_info_traffic
304,What is traffic on Interstate 75 like right now,get_info_traffic
305,How long will it take to get from Target to Walmart tomorrow if I take the bus?,"get_estimated_duration,get_location,get_location"
306,Parties tomorrow in Los Angeles,get_event
307,How long would it take me to drive to the Snoop Dogg gig if I left in 5 minutes?,"get_estimated_duration,get_event"
308,what areas should i avoid,unsupported_navigation
309,how long will i take me to get home,"get_estimated_duration,get_location_home"
310,How long will it take me to get to my moms,"get_estimated_duration,get_location_home"
311,concerts in Vegas next year,get_event
312,"I want to see a concert tonight, is there anything going on near me","get_event,get_location"
313,What is the traffic forecast this weekend,get_info_traffic
314,Is the fog this morning affecting traffic on the way to downtown?,get_info_traffic
315,New York might have the worst traffic,unsupported_navigation
316,Are there any detours on my way to Ohio,get_info_traffic
317,"what's going on in harrisburg, pa at the end of this month",get_event
318,Things to do in Boston this weekend,get_event
319,Crafts shows coming up,get_event
320,How is the traffic from Syosset to Queens,get_info_traffic
321,Help me avoid traffic going home,"get_directions,get_location_home"
322,Is there another route that I can go to avoid the traffic accident,update_directions
323,is us 95 north bound busy,get_info_traffic
324,"Things to do in Austell, Georgia",get_event
325,How long is the drive from the Outer Banks and Columbia,get_estimated_duration
326,concerts by hall and oates this month,get_event
327,How long will it take to get to Fort Lauderdale by train,get_estimated_duration
328,Is there road construction on the road to Memphis from Little Rock,get_info_traffic
329,coffee house and music,"get_event,get_location"
330,How long will it take me to get to work from home,"get_estimated_duration,get_location_work,get_location_home"
331,Things to do in Cleveland next weekend,get_event
332,How long is the trip in train to Atlantic city on a Sunday,get_estimated_duration
333,Anything cool going on in hardy tonight,get_event
334,concerts by Pentatonix,get_event
335,Route me to work,"get_directions,get_location_work"
336,Where are the construction zones,get_info_traffic
337,what's the best route home today,"get_directions,get_location_home"
338,are they any traffic delays for my ride home today,"get_info_traffic,get_location_home"
339,how heavy is the traffic driving from Greenville to new York,get_info_traffic
340,Get time delay due too the flooding on the way to work,"get_estimated_duration,get_location_work"
341,Is the construction in Connecticut going to make me late to the show in New Haven?,"get_estimated_arrival,get_event"
342,Update on traffic please,get_info_traffic
343,What is there to do in Seattle this week,get_event
344,beer tasting in Albuquerque for March,get_event
345,How do I avoid traffic in Honolulu,get_info_traffic
346,How has traffic been today,get_info_traffic
347,Any good concerts tonight,get_event
348,How fast can I get to the hospital,"get_estimated_duration,get_location"
349,How long is going to take to get home,"get_estimated_duration,get_location_home"
350,things to do in weekend mornings,get_event
351,Tell me the time to New Hampshire using only back roads with no construction,"get_estimated_duration,get_location"
352,harry styles concert within the next month,get_event
353,Are the buses running on schedule today,get_estimated_departure
354,where are the fall festivals in orlando,get_event
355,Is there a Hearthstone Fireside Gathering in Los Angeles next week,get_event
356,How far is it from the local Walmart,"get_distance,get_location"
357,things to do for kids 5 and under on Saturday night in Las Vegas,get_event
358,Directions to the University of Michigan.,"get_directions,get_location"
359,Are the roads clear going from Corpus Christi to Galveston Texas or is there construction?,get_info_traffic
360,If I take I-35 from Norman when will I arrive at the Oklahoma City Thunder game?,"get_estimated_arrival,get_event"
361,How do the roads look?,get_info_traffic
362,Events for families tomorrow downtown,get_event
363,what is the distance between Tucson and Chicago,get_distance
364,What is the toll free route from home to Seaworld,"get_directions,get_location,get_location_home,get_location"
365,Christmas parties in Portland please,get_event
366,How much time will it add to my commute if i leave during rush hour?,get_estimated_duration
367,Display fastest walking route to grocery store,"get_directions,get_location"
368,"My doctor has moved locations since my last visit.  Can you find his new address, and send the directions to my GPS",unsupported_navigation
369,Best way to get to Makalapa at 345pm from Red Hill,get_directions
370,how does my ride to school look,"get_info_traffic,get_location_school"
371,What is happening in Silver spring over the weekend,get_event
372,what is the best way to get home tonight,"get_directions,get_location_home"
373,Will traffic be as bad as yesterday,unsupported_navigation
374,how many miles to I drive a week,unsupported_navigation
375,is there more traffic than usual on my drive home,"get_info_traffic,get_location_home"
376,What is the fastest route by car to Lewis house?,"get_directions,get_location_home"
377,Can you tell me the conditions of the roads from here to Jeremy's house?,"get_info_traffic,get_location,get_location_home"
378,Give me a traffic report for Los Angeles.,get_info_traffic
379,Eta to go home,"get_estimated_arrival,get_location_home"
380,Bruno Mars concerts in Cleveland this year,get_event
381,Things to do In Miami,get_event
382,Where is there construction on the highway,"get_info_traffic,get_location"
383,How long will it take me to get home from Diana's house?,"get_estimated_duration,get_location_home,get_location_home"
384,current traffic,get_info_traffic
385,Concerts by Justin Timberlake for this weekend,get_event
386,Pennington Gap Virginia for fun,get_event
387,show me traffic,get_info_traffic
388,What time will I arrive at the airport if I leave at 8AM,"get_estimated_arrival,get_location"
389,What is the traffic like in chicago right now,get_info_traffic
390,Is there any heavy traffic in Tampa today,get_info_traffic
391,COncerts by Billy Joel next week,get_event
392,Show me friends that attended a local festival.,unsupported
393,"What's the traffic like near Columbus, OH","get_info_traffic,get_location"
394,"Are all lanes open of I10 between my house and Mobile, AL",unsupported_navigation
395,Tell me how long it takes to drive from NYC to Jersey City,get_estimated_duration
396,Who posted on the franklin flea market cite?,unsupported
397,What's up in Las Vegas this weekend,get_event
398,which road has the least traffic lights through town,unsupported_navigation
399,Christmas activities in katy this weekend,get_event
400,Were any of my friends at the casino last week?,unsupported
401,How long will it take to get to Nora's from Jay's if I leave around 8pm?,"get_estimated_duration,get_location_home,get_location_home"
402,any parties,get_event
403,"Ruth Chris Steakhouse in Jacksonville, Florida",unsupported
404,Directions to the mall,"get_directions,get_location"
405,music events this weekend,get_event
406,Funny acts in Dallas this weekend,get_event
407,Gamestop Expo details please,get_event
408,if I'm planning to drive to Kiawah island in a day when should I leave?,get_estimated_departure
409,MDOT construction,get_info_traffic
410,Any libraries open on the weekend in Hayward,unsupported
411,"If I leave my aunt's house at 11 a.m., will I make it to the Rock and Roll Marathon by 11:30 a,m.?","get_estimated_arrival,get_location_home,get_event"
412,Is there traffic on the 290 W today,get_info_traffic
413,How many miles from New York to Chicago,get_distance
414,What time should I leave to get to the airport before 6,"get_estimated_departure,get_location"
415,Nearby road-closures,"get_info_traffic,get_location"
416,how can I avoid construction traffic,update_directions
417,Will I make it Sandra Day O'Connor High School by 8 a.m. if I leave now?,get_estimated_arrival
418,how long will it take to get to work,"get_estimated_duration,get_location_work"
419,show me book readings in valencia this week,get_event
420,Find the traffic for Dallas,get_info_traffic
421,How do I go to Borough Market from my hotel?,"get_directions,get_location,get_location"
422,How long is my drive from Columbus to Chicago,get_estimated_duration
423,What is the distance from Biloxi to Jackson,get_distance
424,Stand up Comedy in Chicago on December 23,get_event
425,How bad is the traffic by the beach,"get_info_traffic,get_location"
426,How long is the drive to Stone Harbor,get_estimated_duration
427,When does the ice skating rink open downtown,unsupported
428,Are there any detours on my way to moms house saturday?,"get_info_traffic,get_location_home"
429,Is traffic heavy on the way to Iowa State University,"get_info_traffic,get_location"
430,craft classes in Chicago Fridays afternoon,get_event
431,food events in atlanta this weekend,get_event
432,what is the best route to take to to get to the concert tonight,"get_directions,get_event"
433,how far away is japan from korea,get_distance
434,what time of day is the traffic the lightest in my area,unsupported_navigation
435,List all cool things to do in Iceland,get_event
436,are the express lanes on i5 open right now,unsupported_navigation
437,Best way to avoid travelling on 32nd street,get_directions
438,what time will i arrive at grand central market if i leave home right now,"get_estimated_arrival,get_location,get_location_home"
439,How many miles from home to Kansas City zoo?,"get_distance,get_location_home,get_location"
440,current traffic conditions,get_info_traffic
441,what is traffic like in my area,"get_info_traffic,get_location"
442,events in Vegas this weekend,get_event
443,christmas events at the birmingham zoo,"get_event,get_location"
444,Are there any tolls between Santos and São Paulo?,"get_info_route,get_location"
445,What is the traffic like in Miami now that it's so populated,get_info_traffic
446,How is the traffic on Highway 89-A this evening?,get_info_traffic
447,Would it be faster if I left now to go to Kasey's house or wait until 6pm to leave?,unsupported_navigation
448,any skating events in windham,get_event
449,"Saturdays can be a lot of traffic going into Chicago, is there a better day to go",unsupported_navigation
450,What is the best time to travel from A to B,get_estimated_departure
451,can i make the 5pm movie at movie town,"get_estimated_arrival,get_event,get_location"
452,List traffic issues,get_info_traffic
453,Tell me about the traffic,get_info_traffic
454,what is the distance from new york to los angeles,get_distance
455,What Off Broadway shows are showing at the Lennon theater in New York City the first week in February,"get_event,get_location"
456,Are the roads snowpacked on the way to the Ski Santa Fe Brewski festival?,"get_info_road_condition,get_event"
457,How long is the drive from New York to Newark?,get_estimated_duration
458,How long is the drive to Cape May,get_estimated_duration
459,Any crashes reported clogging up traffic,get_info_traffic
460,What events does the St Louis history museum have today,"get_event,get_location"
461,hip downtown clubs in new york,unsupported
462,what's the traffic from here to onalaska,"get_info_traffic,get_location"
463,beauty and beast play showing in theatre in fort worth soon,"get_event,get_location"
464,"Who has the best children's entertainment in South Boston, Va",get_event
465,If I leave at noon how long will it take me to get to my mom's in the current traffic?,"get_estimated_duration,get_location_home"
466,Circus events near me tonight,"get_event,get_location"
467,Is traffic backed up due to the accident on 84,get_info_traffic
468,What are the traffic delays,get_info_traffic
469,What is there to do this weekend,get_event
470,How are the conditions going up Spanish Fork Canyon now?,"get_info_traffic,get_location"
471,what is the travel time on 1-90 to miller stadium right now,get_estimated_duration
472,Best NYE party spots,get_event
473,Fastest route to go to Apple Store,"get_directions,get_location"
474,Are weather conditions affecting traffic,get_info_traffic
475,how long is it to get to the movies,"get_estimated_duration,get_location"
476,Can I get to my sisters house in tonight at 9 if I leave in 10 minutes?,"get_estimated_arrival,get_location_home"
477,How far is Rabat from Tangier,get_distance
478,Looking for something fun to do in Brigantine tomorrow night,get_event
479,How long will it take for me to drive to Florida from here overnight,"get_estimated_duration,get_location"
480,Is there any performance art in Washington DC in early March,get_event
481,What is the traffic like driving from Disney Springs to Magic Kingdom,"get_info_traffic,get_location,get_location"
482,Is this traffic due to construction,get_info_traffic
483,how is the traffic between Denver and Grand Junction,get_info_traffic
484,Fun events in Springfield this evening,get_event
485,Things to do in Malibu tonight,get_event
486,Is traffic fine in Maryland Parkway,get_info_traffic
487,how long is the delay on the fifteen,get_info_traffic
488,Are there any good concerts happening next week,get_event
489,how long will it take me to get to Orlando today,get_estimated_duration
490,What is the distance from California to New York,get_distance
491,traffic on way to work,"get_info_traffic,get_location_work"
492,Would it be faster to take 59 South to the BJCC tonight for the concert or to take I-65,unsupported_navigation
493,are there any delays on my way home,"get_info_traffic,get_location_home"
494,What is the straightest route to Grandpas,"get_directions,get_location_home"
495,Please let me know how bad the traffic is,get_info_traffic
