,phrase,intents
215,i'm willing to pay it's not about finances i just wanna see improvement on my credit report and last time you guys did nothing to help it,"['dissatisfied_customer', 'misunderstood']"
216,i like to remove the negative item for sure but can we do that like in a week from now and how much would it cost me,"['is_interested', 'what_does_it_cost']"
217,i already know my credit history i just have the problem of it somebody reported me dead to the credit bureaus which means i no longer exist to them and i don't know how to turn it around,"['other_services', 'is_interested']"
218,what are the benefits i originally loojed into app this for rent to own help as im gonna be homeless in about a week,"['other_services', 'what_is_this_about', 'needs_income']"
219,i'm going through a financially rough time at the moment and would love to continue with your services i was evicted from a home i was to inherit due to jealous and greedy family members and request that when things are better we can pick up where we left off,"['is_interested', 'needs_income']"
220,credit report o no sweetie i don't have credit issues not late on any bills thanks to god have a blessed evening sweetie,"['not_interested', 'courtesy_or_statement', 'credit_history']"
221,i do need help with removing those things from my credit i was trying to get the money together to pay you guys,"['delay_finances', 'is_interested']"
222,you're welcome to get back in touch when you offer a full refund for the services provided an apology for wasting my time and money doing the same things i can do for free and a contract promising concrete results within a time frame otherwise you can be thankful that i am taking this opportunity to trade taking you to court in return for no further contact i will not be so generous the next time i see a shameless promotional plug,"['dissatisfied_customer', 'existing_customer_issue', 'dnc']"
223,i think that i'm going to have to go ahead and cancel my subscription or whatever i have to do i have been really sick and there's a lot that has happened in the last week and a half since we started all this so please cancel everything and i will try to get back to you soon as possible my mind is just not really thinking very well right now i will call and keep get in touch with you when i can thank you for your time,"['delay_sick', 'delay_conditional', 'cancel_account']"
224,including the credit check dispute i feel like that makes this a more time sensitive issue and may want to get it handled soon,"['is_interested', 'credit_history']"
225,i told u already that i'm already a client and that your business is taking money out of my bank account every month so if u have no record of me and your taking my money i see a huge problem that i need to report so i would appreciate it if u could take care of this very quickly before i report you for taking my money good day and please quit bugging me with these messages till u take care of what needs to be done,"['dnc', 'already_customer']"
226,it won't be until thursday evening of next week could your specialist call me then and i thought my first month would be discounted,"['promo_info', 'schedule_call_day_n_time']"
227,it already charged me 1499 and i hadn't even agreed to the terms yet or created my account i emailed and just asked for my money back because after reading the terms it seems it's hard to cancel,"['existing_customer_issue', 'cancel_account']"
228,good morning i have not been in a good place for the last four months i'm not working no income been out of work for a while been sick off and on can't work now i'm sorry ,"['greeting', 'apology', 'delay_sick', 'needs_income']"
229,you have to be in a cave not to know where i live just fucking burned to the ground lose my email address,"['harassment', 'dnc', 'misunderstood']"
230,i have reported location1 to lifelook better business bureau i do not want need or require any credit repair again i have reported you to lifelock better business bureau,"['dnc', 'not_interested']"
231,my apologies wasn't feeling well earlier and just saw your message if you're still working you can call now,"['call_now', 'apology']"
232,i just tried 3 times each time i pressed 1 to speak to a representative it rings than hangs up please try again from your end let me know whom i'm going to talk to thanks,"['call_now', 'courtesy_or_statement', 'system_error']"
233,i've been trying to call for 2 months and can't get ahd of anybody i've talked to so u kind of gave up i've been happy with my credit now i told the last guy back at the date1 what i needed was done and to end the service for now and he didnt,"['not_interested', 'is_interested', 'cancel_call']"
234,please do not text me again i worked with you guys for three months and my credit score did not go up,"['dnc', 'dissatisfied_customer']"
235,y'all just dabbling to make money off people there are better and free ways to get my credit going good and paying y'all money isnt going to be one no person should have to pay to get their credit fixed,"['dissatisfied_customer', 'not_interested']"
236,no none of you have done any thing for me but take my money and no results credit saints credit repair com and you i got results from a small private company years ago life changed illness and my situation my credit got messed up,"['not_interested', 'chose_competitor']"
237,no i would not i have not used your service in a number of months please get your information straight before you start sending messages,"['negation', 'misunderstood']"
238,your company charged me double after i cancelled service i can't trust this company it was even on the recording that i cancelled service and you guys still went ahead and took a double payment,"['dissatisfied_customer', 'existing_customer_issue']"
239,i'm at work but been meaning to get ahold of you guys i relly wont you guys working on my stuff so if u could call me tomorrow or monday morning i'll give u my new card number and get u guys payd so we keep moving forward,"['is_interested', 'existing_customer_issue', 'schedule_call_day_n_time']"
240,i get i need to fix my credit my stepdad passed away saturday in a motorcycle accident i've moved in wit my mom like life is a lil much,"['delay_funeral', 'is_interested', 'delay_finances']"
241,no i don't have no time i'm trying to pay my bills i cannot even afford my own bills let alone to pay you guys,"['negation', 'needs_income']"
242,after looking at my credit report there were no issues so i do not need your services thank you for your help but please remove me from your list,"['not_interested', 'credit_history', 'dnc']"
243,i am all set i am starting my new job next week since being laid off and have not missed a payment,"['delay_finances', 'not_interested', 'credit_history']"
244,i was trying to wait until i have the extra money1 to do it i'm still interested money is just tight right now,"['delay_finances', 'is_interested', 'needs_income']"
245,my phone service where we are located will not let me dial out this is name1 birth date dob1 we are doing fine now thank you for your help,"['phone_issues', 'not_interested', 'courtesy_or_statement']"
246,my husband has been caught up in a complex court sorry if i've been hard to reach what days are you available for a late afternoon call,"['agent_contact_info', 'courtesy_or_statement', 'apology']"
247,hello would you please stop texting me you've called my house three times a day for a week and a half i told you i do not need your services please stop calling me and saying ok and then want more of my time when i need your service i will call you thank you very much,"['greeting', 'not_interested', 'delay_conditional', 'excessive_contact', 'dnc']"
248,location1 law screwed me over twice and owes me money if you want to work on my credit for free i will be happy to talk to you,"['dissatisfied_customer', 'existing_customer_issue', 'cost_demand']"
249,to whomever is texting this number i don't know this person this is a new number for me so please st0p texting me,"['dnc', 'wrong_number']"
250,i ask a question the one thing a request from organization1 when i hired the service is still on my credit report and i was told they could get it of in several messages that did not happen the occupation1 loan is still there because i was lied to just to get my money can i get a refund is a question,"['dissatisfied_customer', 'credit_history', 'existing_customer_issue']"
251,name1 doe for your service and it's pay as you go so i don't owe them nothing i don't have a contract with them,"['dissatisfied_customer', 'owes_nothing']"
252,if i get my debt paid off it will go up that is what i'm focused on now and i'm going to do the rest in the mean time,"['credit_history', 'how_does_it_work']"
253,i need to cancel my request for assistance at this time i have recently lost my employment and dont have the funds to nv continue to recieve your help,"['needs_income', 'cancel_account']"
254,no time at all cause on the day i might have time to maybe have time that is time to talk to about what ever it is that you want time to talk to me well i don't have time to talk because i'm either texting or reading a text from one of u mother fuckers so stop sending this shit to me,"['not_interested', 'dnc']"
255,i got behind on bills and unfortunately had to let the service go because my work had laid us off i'm now back to work and can restart service but can't afford paying the extra fees to restart my case,"['needs_income', 'is_interested', 'cancel_account']"
256,okay so the times that you're calling me i'm at work and i cannot just sit on the phone and have long conversations start you guys want me to when i'm called it's bad time so what's a good time that i call you back,"['agent_contact_info', 'delay_work']"
257,if i didn't i answer after the 100 call u guys made why keep calling i'm fucken sleeping and u mother fuckers are calling like 1am take my shit of your guys list that shits mad annoying,"['delay_sleeping', 'courtesy_or_statement', 'call_too_early', 'excessive_contact', 'dnc']"
258,you have my word that i don't owe you anything and you don't owe me anything so let's keep it that way,"['not_interested', 'owes_nothing']"
259,i'm sorry been able to talk to you all but i've been sick with covid since last thursday and still not doing well so please have patience and you'll be hearing from me cause i really need your help,"['delay_sick', 'is_interested']"
260,no i didn't speak to anyone from your law firm about anything pertaining to credit or any other matter please don't call thank you,"['dnc', 'never_requested']"
261,we'll be happy to represent you as illegal actionwe'll be happy to represent you as illegal action please set up an appointment tone what do you do at consultation 250 for consultation please set up the appointment i see the last loss suit has been in i've seen the last lawsuit your company was in so please call office so we can serve the appointment to do a consultation,"['cost_demand', 'courtesy_or_statement', 'call_now', 'is_interested', 'how_does_it_work']"
262,i call and spoke with a lady para legal and when she ask me to explain the minute i started to explain she hang up on me,"['system_error', 'transfer_success']"
263,well my budget is kind of limited but i really do need all the bad stuff off my credit i'm trying to build my credit to get nice things but i can't build with the bad stuff ya know,"['delay_finances', 'is_interested', 'credit_history']"
264,if you keep pushing me i'll tell to go fuck yourself when i'm ready i'll contact you don't bother me again,"['harassment', 'dnc', 'excessive_contact', 'delay_will_reply']"
265,hi please cancel my account no longer needing the work on my credit you all did a great job thank you very much,"['greeting', 'not_interested', 'thanks_for_care', 'cancel_account']"
266,call now as your number phonenumber1 is now easily accessible as you are doing other things call now,"['call_now', 'agent_contact_info']"
267,i don't think i want to continue with you guys anymore we need to end any services i have with you thank you ,"['dissatisfied_customer', 'cancel_account']"
268,to be honest i don't see how location1 is worth the money the items that you got removed are the things that i could've done myself removed choosing not to work on the more important items is why i don't feel using location1 is beneficial in any form or factor i honestly feel like i was robbed of my money so no i would not be interested in using your company again there are other companies that can do the same work quicker and better for less money,"['dissatisfied_customer', 'not_interested']"
269,yes i'm still interested however i have a lot going on with my new employer i will absolutely call when i'm ready,"['delay_conditional', 'is_interested', 'confirmation']"
270,i was interested in you credit assistance but location1 is really expensive i cant afford this program,"['cost_too_high', 'is_interested', 'needs_income']"
271,hi i have not attained my goals and would like continue using the service but i have had some medical bills that need attention,"['delay_finances', 'is_interested']"
272,tomorrow afternoon or tuesday afternoon should be fine several of our family members have condition1 and i'm sick now as well,"['delay_sick', 'schedule_call_day_n_time']"
273,yeah no problem oh and thanks for not doing a damn thing for my fucking credit report and thanks for not refunding my money or being decent about shit oh and thanks for trying to steal more of my money during the holidays appreciate it you guys rock,"['harassment', 'dissatisfied_customer', 'confirmation', 'existing_customer_issue']"
274,im sorry i had to cancel you working for me a while back because i havent been working i can no longer afford to pay for your service thank you,"['needs_income', 'cancel_account', 'apology']"
275,no time1 location1 time is the same as location2 time2 we're 3 hours ahead of location3,"['negation', 'schedule_call_day_n_time']"
276,im at hospital right now im not well heat exhaustion and dehydrated give me a few days monday i should feel normal say good prayer for me okay,"['delay_sick', 'schedule_call_day_n_time']"
277,you do know that i canceled intentionally right i have recommended you to many friends but since i stopped using your services i have been contacted regularly to rejoin please remove me from your contact list if i need your services in the future i will contact you,"['dnc', 'future_interest', 'excessive_contact', 'cancel_account']"
278,i would love to but i was with you guys once and connected an account that i did not keep money in thinking i would remember to add before the date needless to say i didn't and my account was close i would love to start up again and connect it to my regular account,"['is_interested', 'existing_customer_issue']"
279,hello we cancelled our location1 services last year i'm con fused on why we are still receiving dialog have we been getting charged these last number of months,"['existing_customer_issue', 'what_is_this_about', 'cancel_account']"
280,i tried to answer and call back i cant connect with you i'm up in the mountains till tomorrow can we set up another appointment,"['delay_travel', 'system_error', 'delay_day', 'schedule_call_day_n_time']"
281,i would like to receive money1 in my account so im not actually homeless today since you guys charged my card last night when i canceled my subscription,"['existing_customer_issue', 'cancel_account']"
282,no i never wanted to work with y'all i told the gentleman that when we spoke on the phone it was supposed to be free then i canceled but y'all tried to charge me,"['existing_customer_issue', 'not_interested', 'negation', 'transfer_success']"
283,yes i'm ready if u would like to call me i'm confused because someone from there just called me and i gave them all the info they asked for and then they hung up the phone iam at a funeral today could you please call me i have no clue what is going on or what iam supposed to do,"['call_now', 'delay_funeral', 'system_error', 'what_is_this_about']"
284,i did not see any results from the money i spent with you i need a house and you guys dropped the ball so i no choice but to move on with other services,"['dissatisfied_customer', 'chose_competitor']"
285,i am interested in having a conversation with you my husband died dob1 and i am waiting on a death certificate,"['delay_funeral', 'is_interested']"
286,i'm interested how much is it to get started and how much monthly how long will it take to clear it,"['how_long_does_it_take', 'is_interested', 'what_does_it_cost', 'about_billing']"
287,you do not know or have my correct name so please take me off of the credit score you put on my cell phone,"['dnc', 'wrong_number']"
288,i'm feeling a little overwhelmed right now so i'm a need you guys to stop calling me so much i will call you back when i get a chance i'm dealing with a death in my family when i get a chance i will call you back stop calling me every hour thank you and have a nice day,"['courtesy_or_statement', 'delay_conditional', 'excessive_contact', 'confirmation', 'delay_sick', 'dnc', 'delay_funeral']"
289,lol change you guys bugged the shit out of me and i dout you'll change that called me before i was awake 2 or 3 times during work like i feed up man like just to tell me look we got a lil 500 bill off your record for ya what do u want a gold star for doing your job i just don't wanna be bugged every time you guys do something that you were getting paid to do,"['dissatisfied_customer', 'call_too_early', 'excessive_contact', 'existing_customer_issue']"
290,your company is a rip off have the person that is supposed to be doing something with my case call me,"['dissatisfied_customer', 'existing_customer_issue']"
291,oh ok i had y'all for awhile but things got hectic and i had to stop because i couldn't pay for it,"['already_customer', 'confirmation', 'needs_income']"
292,i don't have any money right now i was just curious but i will wait until i do and then contact you again thankyou,"['delay_conditional', 'courtesy_or_statement', 'needs_income']"
293,so i don't get credit for example my car payment is 450 a month but because of one late payment i have delinquent every month they report that i am solo upset i have been paying over a year and they have been reporting delinquency because they changed my payment date i'm sick of companies outsmarting me and people to make more money so please take me off of your list,"['dissatisfied_customer', 'credit_history', 'dnc']"
294,i paid you guys close to 600 dollars and never ever came off the only stuff that was fixed is what i sent out goodwill letters for myself i would pay the 140 a month if i knew i could get results,"['dissatisfied_customer', 'credit_history']"
295,i don't care to hear about your company did not help me i've helped my self more with my credit than y'all ever have remove my number,"['dissatisfied_customer', 'dnc']"
296,i never called your company for credit repair as i have always had excellent credit the sole reason i called was because i had a question about one of the credit bureaus again it had nothing to do with my credit do not call or text me in the future thx,"['dnc', 'courtesy_or_statement', 'never_requested', 'credit_history']"
297,i am in ssi i get my benefits on the first i can pay it then i paid 499 a special yall had i can give you a card number but jan 1st is when you can take payment,"['delay_finances', 'about_billing']"
298,good morning name1 i don't not owe your company any money i have already contacted my bank and i was provided proof that your company withdrew money your last payment from me i also spoke with one of your representatives and i requested to opt out of anymore services i also explained to your occupation1 that i did not see any changes on my credit from your company,"['greeting', 'dissatisfied_customer', 'owes_nothing', 'existing_customer_issue']"
299,yes we could get on a call a tad later i have a coupon in my email that says 75 off my first one can i still use that,"['promo_info', 'schedule_call_day_n_time']"
300,this is not name1 you got wrong person someone lied to you giving you this number please do not text again,"['dnc', 'wrong_number']"
301,i know this isn't your fault but i try this with you guys credit repair never helped me draft or send good faith letters to my creditors especially with the errors on my student loans why should i trust you guys now i paid you guys monthly rarely did i see a glimmer of hope let's talk after 3p estsorry i'm at work,"['dissatisfied_customer', 'delay_work', 'schedule_call_day_n_time']"
302,i'm not happy with my current credit reporting i was with you guys for many many years you did great in the beginning and recently you guys kept messing up and wouldn't fix my credit like you used to and would offer me a refund for a month because of the 6 hiccups you guys caused i should be getting 80 knocked off for the first 2 months,"['dissatisfied_customer', 'cost_demand']"
303,please don't call me any more thanks your blowing my phone up i'm busy you keep dialing my number gonna block this number if you call again,"['dnc', 'excessive_contact']"
304,hello id like to work with lexington law again but found that i just couldn't afford the monthly fees for the service because i was out of work for some time,"['greeting', 'is_interested', 'needs_income']"
305,tomorrow after 100 i'm paying all my bills then see what's left in the bank so i know if i can pay for this credit report i downloaded credit karma and it says i don't have no credit at all which don't make sense i should be able to check my credit one time a year for free this is what alot of ppl has told me but i've never got to see my credit as long as i been alive but i will talk to you guys about this tomorrow after one cause i have a virtual doctor's appointment tomorrow at 1000 and a couple other calls to make then i can speak with you all i just don't want to mess up and get in over my head with to many bills i already can't afford food i'm trying to rearrange some bills so i can save money thanks and i will talk to yall tomorrow,"['credit_history', 'delay_finances', 'courtesy_or_statement', 'needs_income', 'schedule_call_day_n_time']"
306,i'm waiting for the list of homes to rent locally here in location1 for low income individuals to work with the landlord with the option to purchase that is what i'm waiting on it's supposed to be coming from credit pros not location2 law firm,"['delay_conditional', 'chose_competitor']"
307,i am on a better path than i was and i really do want to have you all to help me its just we have 6 kids and money is tight,"['courtesy_or_statement', 'is_interested', 'needs_income']"
308,i called yesterday i would like to have that 50 off my next work fee seeing that it didn't come from my very first one,"['promo_info', 'transfer_success']"
309,i am so sorry but i have had so much going on and health problems at all and all i apologize and i hope the builder i hope that the timing is right her know when we do talk thank you and i apologize,"['delay_sick', 'delay_will_reply', 'apology']"
310,i want and need your assistance problem is i have been on workers comp for 2 12years and they have not paid me in 16 weeks that is 6 paychecks i am beyond broke no change even left in my house,"['delay_finances', 'is_interested', 'needs_income']"
311,stop i canceled your service before my service even started so i have no idea how in the world i xan have a balance also i have the confirmation of the cancelation do not put anything on my or location1 husband's credit,"['dnc', 'not_interested', 'existing_customer_issue']"
312,i won't be able to hop on that call as i'm in training and only have my phone for certain periods of tike,"['delay_work', 'cancel_call']"
313,well location1 law firm this is name1 door i was diagnosed with cold prospect cancer cancer in my liver and my kidneys are inflamed my health is deteriorating fast don't know what they could do to help me i would like to get my credit fixed i'd like to purchase a mobile home to leave to my wife and son i don't know how much longer i have to live but i would like to set them up with at least a little home for them to live in my wife's a disability i'm on disability unable to work the tree service i own is has no employees or anyone to run it i was the main guy did the bedding and climbing and most of the work no my house is not good i'm unable to work but i would love to be able to purchase it's the mobile home somewhere in location2 i can leave my wife and dog and my son would have a place to live since i was a provider and made most of the money and took care of the bills and things of that nature sincerely played our anything you could do for us or my family would be greatly appreciated have a great day,"['delay_sick', 'courtesy_or_statement', 'is_interested']"
314,i want to repair my credit i just went back to work cause my car was acting up but it's fix now so my check want be by nothing i'll have to do something next time get a paid but that amount that y'all trying to charge me is to much i see credit repair charge 3995 up to 8495 to repair creditthat my range,"['delay_finances', 'cost_too_high', 'is_interested', 'cost_demand']"
315,stop calling me please and don't text this number any more i spoke with a occupation1 today ask them to remove me from the call list and not to call or text anymore,"['dnc', 'transfer_success']"
316,i do what your services but at this time i'm unemployed and cannot afford it when i become employed again i will reach back out i'm wanting to work on my credit so i can purchase a home,"['delay_finances', 'is_interested', 'delay_conditional']"
317,nope for over months all you did was to take my money showing no results just my score went lower thanks but really no thanks,"['dissatisfied_customer', 'negation', 'not_interested']"
318,not really i'm at work right now and unfortunately i won't have any extra money for a couple more weeks,"['delay_finances', 'negation', 'delay_work']"
319,im sorry ive been ill i will call you when im feeling better i have already paid and registered online,"['delay_sick', 'delay_conditional', 'already_customer', 'apology']"
320,that is correct i quit apox 2 months ago so if y'all been taking money out of account i could really use money for other bills thank you,"['courtesy_or_statement', 'confirmation', 'cancel_account']"
321,i never talked to anyone about credit debt or whatever please stop texting me i am not interested in your services at this time,"['dnc', 'not_interested', 'never_requested']"
322,i've started an account like 2 months ago and have talked to several people trying to get my account set up when you guys send my email it won't come through my email is emailaddress1,"['existing_customer_issue', 'send_info', 'already_customer']"
323,i paid 3 times and my credit his still fucked that mean u r the 1 putting up and putting down u a rip off,"['dissatisfied_customer', 'existing_customer_issue']"
324,i don't use a credit score i have a good job i paid cash money for everything so i have no use for your services,"['not_interested', 'credit_history']"
325,dude no stop i've been trying to cancel forever and it never did i'm not paying another dime it was a useless service that kept charging me and never did anything,"['dnc', 'negation', 'dissatisfied_customer', 'cancel_account']"
326,what i have to pay out each month i can pay to the creditors and be out of that i only owe money1 in debt thank you that i handle it,"['cost_too_high', 'not_interested']"
327,i can't right now working long ours due to condition1 but i sure will give u guys a call when i get a break from work k thank you,"['delay_work', 'delay_will_reply']"
328,location1 owes me money i paid it back in date1 i paid money1 and nobody ever called me got in touch with me and y'all lie and steal money from people,"['dissatisfied_customer', 'existing_customer_issue']"
329,since date1 i have sent repeated emails to cease communicating with me i canceled my associating with organization1 then and i received a text message that you guys were no longer representing me i owe you nothing if you guys are not authority by me and have not been authorized by me to do anything on my behalf i have save all my emails written telling you guys to stop,"['dnc', 'not_interested', 'owes_nothing']"
330,no not right now i am also a team member there was an error that occurred when i first signed up will get that corrected and add my plus 1,"['existing_customer_issue', 'already_customer', 'delay_day']"
331,good morning and thank u for the info i will probably call u guys in 2 weeks when i have the extra cash to pay for it i'm deff very interested it's something i need help it ,"['delay_finances', 'thanks_for_care', 'is_interested']"
332,can you call me i don't see the email you told me to download the document and get it notarized so i can send it back,"['call_now', 'send_info']"
333,i cancelled my service with you guys i appreciate all that your firm did for me and would highly recommend y'all but i am good and do not need anything,"['not_interested', 'courtesy_or_statement', 'cancel_account']"
334,in already a client of yours and nothing been been done so far so i'm good im about to cancel the service,"['dissatisfied_customer', 'already_customer', 'cancel_account']"
335,i was with lexingington for 4 months my score went down as a matter of fact and nothing was removed i ended up doing the work on my own i brought my score up i got items removed and i'm still working on it it has taken me 3 months to bring my score up 100 points lexington took it down 25 points so why would i pay someone to do what i appear to be able to do better by myself thank you but no thank you you lied to me and took my money after i told you i was on a fixed income so please do not bother me again you showed me what location1 is i will make sure i let people know how much help i received,"['dissatisfied_customer', 'has_product', 'dnc']"
336,no thank you i was paying my money and didn't see no changes the money i was paying you guys could've been the money i could've been sending to my occupation1,"['not_interested', 'courtesy_or_statement', 'dissatisfied_customer']"
337,hey do me a favor no thanks me no call me because i'm sick no working right now no get money i am now here so,"['delay_sick', 'not_interested', 'needs_income', 'dnc']"
338,nope as far as i'm concerned i've bee ripped off by location1 law i made 3 payments and nothing happened my credit is still the same as the day we started only thing changed was me losing money i'd like my money back and funny thing is i had the easiest case there was they couldn't even do that ,"['dissatisfied_customer', 'existing_customer_issue']"
339,not interestedur company hasn't done q damn day hing to better my credit score but u surely hav ripped me off out of money1 every fucking monthand my credit score never got better tho ,"['not_interested', 'dissatisfied_customer']"
340,i wasn't told that you can remove student loans and that's all i have on my credit report i was told that by using your services that credit repair would help me get into a home which is the reason i'm trying to repair my credit i was told that when i signed up that an agent would contact me with a list of homes available i never heard from anyone but you guys wanting me to continue with your services which are fals advertising,"['dissatisfied_customer', 'is_interested', 'how_does_it_work', 'scheduling_mistake']"
341,how much does it cost to delete a incorrect file how quickly can you do it give me an offer in my opinion,"['how_long_does_it_take', 'what_does_it_cost']"
342,i'm sorry but i won't be able to start a payment plan til the beginning of next year i hope you can be patient with me until then ,"['courtesy_or_statement', 'future_interest', 'apology']"
343,i thought my work day would be over by now but a new deadline popped up i know i'm free tomorrow at time1 would that work for you and we can reschedule,"['delay_work', 'schedule_call_day_n_time']"
344,good morning this is name1 and i will like to know if you can help me with my credit i don't have much money as of yet but i'll be working on it thanks,"['greeting', 'is_interested', 'delay_finances']"
345,this is not name1 i don't know a name1 and would appreciate it if you took this number from your lists thank you,"['dnc', 'courtesy_or_statement', 'wrong_number']"
346,not available at 430 on monday if you look at the text i said available after 430 on saturday or available 8am or 9am on monday,"['scheduling_mistake', 'schedule_call_day_n_time']"
347,iam on vac organization1 with very little phone reception so yes i want them off my credit but sometimes u have to make sure it isnt a scam,"['delay_travel', 'is_interested']"
348,i'm still interested in coming back n getting started i want to get rid of my old credit bills that r still hanging over my head,"['is_interested', 'credit_history']"
349,is name1 i only have one left and that's bricks i already have a confirmation number just waiting for it to clear and that's it and i'm done i have everything clear there will be nothing left on my credit and i'll be ready,"['credit_history', 'has_product']"
350,i am already a customer of lexingtonlaw they've not been able to get the items off of my report and i've been paying them 2485mth for several years now i have had to get others involved with this issue as even though i have not been late on any payments including credit cards rent utilities etc i am not even able to get a consolidation loan because of the old items suddenly being included in my credit score even though i have had a very close friend that's out of state recently experience a stroke i've kept my payments up but having had to go out of state many times i'm now in a very tight budget situation and not having much luck or help in reminding this situation i'm about to tell location1 law to discontinue their services so to speak  i qualify for assistance for rent utilities etc and have for several years but it's not easy to get through the process with so many needing help  if you have any way of improving my situation without costing me even more i would appreciate it if not well to say the least i'm disappointed in location1 law at this point  thank you  name1,"['existing_customer_issue', 'already_customer', 'delay_finances', 'dissatisfied_customer', 'cancel_account', 'is_interested']"
351,not now am at hospital w my mother in location1 had to leave work in location2 drive up friday is better thx you,"['schedule_call_day_n_time', 'delay_family_sick']"
352,you are already taking care of my credit why you don't straight out and continue to get rid of my negative items you were able to increase score little but not remove negative itemsit seems that different people from location1 calling me very confusing,"['existing_customer_issue', 'already_customer']"
353,what makes you think that my will be able to throw 50 dollar now that i don't even have job i think you guys are there only to get easie money i'm so desperate you don't understand o what,"['complaint', 'needs_income']"
354,i want to know how my case is going that i'm paying for you guys to work on and then i'll probably have to cancel after what you did to me today but then i think your boss should give me a free month or a refund after what you did or at least hopefully i can get you fired,"['promo_info', 'existing_customer_issue', 'cancel_account']"
355,no that's the problem i didn't get any issues except they told me that they couldn't do anything that i asked you guys are supposed to like take credit bad credit make the creditors take it off your report he specifically said that he you can't make the creditors take it off my report so i'm confused why would i use the service,"['not_interested', 'existing_customer_issue']"
356,i never spoke with anyone from this place so please leve me alone and quick texting my phone i know nothing about this place so pleade stop before i report you for harassment,"['dnc', 'never_requested']"
357,i'm so sorry i have been waiting my money to come from organization1 and i'm still to this very dry holding on to get life i deeply apologize to organization2 for even keep my in mind even after having great issues with paying your firm for services i've inc then received i promise to take care of all unpaid services please be patient with me and again thanks hopefully soon god willing that my prayer are answered 0e answered ,"['delay_finances', 'existing_customer_issue', 'apology']"
358,no thank you paid you a lot of money and saw no improvement on credit score i do not wish to be contacted further,"['not_interested', 'dnc']"
359,i believe you were already supposed to be working on this what am i paying you for then i guess it's time for me to pull out and find another company,"['chose_competitor', 'about_billing', 'already_customer', 'cancel_account']"
360,unfortunately i'm still occupation1 at this moment i have no feasible way of payment i appreciate you reaching out to me and i would like to get my credit fixed however i am not in a position to do that yet thank you,"['needs_income', 'delay_conditional', 'confirmation', 'thanks_for_care', 'is_interested']"
361,i understand i reenrolled online by clicking on the email that was sent to me with the same offer it should show that my account is now active thank you for reaching out regarding my accounts,"['existing_customer_issue', 'thanks_for_care', 'already_customer', 'confirmation']"
362,yes i did but right now i'm am en a very hard times and i don't want to do anything more than safe my money thanks,"['not_interested', 'confirmation', 'needs_income']"
363,never contacted you all and i have not given you permission to reach out to me by text message remove my name and number from your call list for it is harassment and charges me money if you message back i will file a suite against you all,"['dnc', 'never_requested']"
364,found out i have lung cancer and just was in a car wreck give me a little bit but you have been taking the money from my account,"['delay_sick', 'existing_customer_issue']"
365,one there shouldn't be any outstanding payments because i cancelled my service with y'all i didn't didn't see any progress what so ever when i first started with y'all i'm 2011 y'all were amazing now the service is terrible for the price it's definitely not worth it,"['dissatisfied_customer', 'owes_nothing', 'existing_customer_issue']"
