,phrase,intents
278,i am working and cannot talk whenever i get ready for the security system i will definitely contact you,"delay_conditional,delay_work"
279,looking for inside window and door security can be accomplished with window or door sensors andor motion detectors approximately 4 motion detectors no cameras inside the house but will have cameras outside the house 4,"specific_equipment_cost,is_interested,home_specifications"
280,i am sticking with brinks 27 a month for 3 poe 1 indoor camera 1 door bell camera and 1 outdoor camera can you beat that,"cost_demand,chose_competitor"
281,i have already spoken to your occupation1 and have determine that you are way too expensive money1 a month is outrageous i pay about that for my tv and internet combined so please stop calling i've now told you four times that i am not interested,"dnc,transfer_success,cost_too_high,not_interested"
282,yes i am name1 i lost my wife thursday but i do want a system the funeral will be tuesday what about tomorrow,"delay_funeral,schedule_call_day_n_time"
283,this is what i want 4 sensors 2 for windows 2 for two doors a panel a key fob access to alexa a door camera and if you have a doorbell that would be nice i would probably need two please send a quote,"specific_equipment_cost,send_quote,home_specifications"
284,we have a vivente security system already installed in our home it was in the hole when we purchased it last year we are interested in activating it and starting a new account i do not know what your company offers a security cost us,"existing_system,what_does_it_cost,is_interested"
285,ok how much is the basic packages alrm system which i have the equipment install by protection 1 and plus i want the smart door lock how mich money do i have to put out and the monthly monitoring fee,"specific_equipment_cost,what_does_it_cost"
286,sorry was out on the floor hard to talk at work i usually work nights but working overtime,"delay_work,apology"
287,never i am not name1 you have the wrong number stop calling me and delete my number from call list,"dnc,wrong_number"
288,so sorry i wasn't able to reach the phone i apologize i had woken up late and headed to my moms how does time1 sound for tomorrow,"schedule_call_day_n_time,apology"
289,hi i talked to someone there and i hit the feeling it's expensive i may look into it again in future after there is a price drop there is plenty of completion,"future_interest,greeting,cost_too_high"
290,good evening name1 i saw your text earlier however i have been busy working lol as for my needs i'd absolutely love to have this system but i just sold my house going to be living in an apartment here for 10 months or less then buying another house if i decide to go with this system it would be 50 monthly also would it be able to be installed into my apt for 10ish months then transferred to my house or how does the process work we can definitely talk in the phone tomorrow if you'd like i have a layover in location1 for work so i'm free most of the day please just get back to me and we can arrange a time ,"what_does_it_cost,is_interested,schedule_call_day_n_time,greeting,delay_work,cost_demand"
291,name1 why do you call and don't say anything you just hold please don't call this number what you're doing it very professional please stop calling,"dnc,system_error"
292,hi name1 we have moved into our house but are currently on vacation we will be back on date1 what are the next steps in getting our system set up,"schedule_call_day_n_time,greeting,new_home"
293,i would like to set an appointment to review the options we do have rings already set up in our hot front door and our cameras in the back i need to have this to be able to be compatible i need to security system inside if i had to make a priority,"schedule_call_day_n_time,equipment_compatible"
294,i'm actually at work right now and it's to expensive to pay the 218 plus i need cámaras inside and out,"cost_too_high,delay_work"
295,yes i need price estimate for 2 sliding doors 2 pictures windows 5 windows 1 small bathroom window 1 front door backyard cam's doorbell cam front yard cam side walkway cam,"confirmation,home_specifications"
296,my best contact number is phonenumber1 not this one you can contact me after time1 my time,"schedule_call_day_n_time,info_for_someone_else"
297,hi there i cannot talk now but my husband is home this week if you would like to call him phonenumber1,"greeting,info_for_someone_else"
298,thank you for the response but i'm going to pass on your offer i'm getting feedback that your services and equipment is ridiculously high,"not_interested,cost_too_high"
299,this offer has been with me for a while free installation that is its the monthly charges that are high and the long contracts call me in 15 minutes and we can talk,"free_install,cost_too_high"
300,i did not inquire about your products or services please remove me from your call list please stop calling me and texting me thank you,"courtesy_or_statement,dnc"
301,i already spoke with someone from organization1 i got a quote and am now waiting to move into my house to make a decision,"delay_evaluating,transfer_success,delay_new_house"
302,i have no idea how you got my number but i was never interested please get my number out of your system,"dnc,not_interested"
303,after two i can talk but i'm in the process of doing a full renovation so it'll be around january that i can actually get it,"future_interest,schedule_call_day_n_time"
304,i have a one bedroom house with two doors and five windows i want the doorbell camera and one camera to start off and they told me would be over 1000 just for the equipment because i didn't pass the credit check i can handle 50 a month for monitoring that ain't the issue it's the equipment,"specific_equipment_cost,cost_too_high,credit_denied,home_specifications,buy_equipment"
305,hi name1 i wanted to get a price on a security system right now i have a ring camera spot light and a ring door bell i have been having problems with someone hacking in to them,"existing_system,greeting,what_does_it_cost"
306,i talked to you guys last week you are too pricey for my budget i need 2 indoor and 2 outdoor cameras that work in the dark or light and 11 break glass sensors and 2 entry door sensors and all of this installed,"specific_equipment_cost,transfer_success,cost_too_high"
307,thank you but i can't do 180000 for a system at this time maybe later i don't want to be tied into a 5 yr plan at 9000 a month please remove me,"future_interest,dnc,needs_income"
308,hi name1 i appreciate the safe security idea at this time im not interested however i will keep that in mindthankyou and may god bless you,"courtesy_or_statement,future_interest,greeting"
309,i have begged your company to stop bothering me please stop texting calling or emailing me i am not interested at all,"dnc,not_interested"
310,i went over the prices with organization1 and money1 is very high i'm not willing to pay that,"transfer_success,cost_too_high"
311,hi i really just wanted a quote on getting the camera doorbell i'm in an apartment and that's really all i need,"specific_equipment_cost,greeting,send_quote"
312,i just want final monthly cost with 3 outside cameras 4 door sensors and 2 glass breakage monitors i don't want to speak with anyone at this point,"text_only,specific_equipment_cost"
313,i have a security problem which am not sure if you can help i have used ring adt i still don't now how they get into it,"equipment_compatible,is_interested"
314,this is now harassment i got another call from you people at time1 this morning i've told you to stop all communications with me thankfully i blocked your number but i still get notified of blocked calls remove me from your list no calls texts or emails,"dnc,excessive_contact"
315,they did a credit check i believe and he said i would need a co signer and i didn't have one so they said i would have to pay for my equipment first which was like 216 and they would mail it out first then i would have to call when i recieved the equipment so i get it installed,"specific_equipment_cost,transfer_success"
316,right my phone won't let me pick up we text put phone down for pick up it be couple day i see calling put it won't let talk the phone company still working,"confirmation,text_only"
317,please stop harassing me i have already told you i would not want your services after one of your team members was extremely rude,"dnc,not_interested"
318,hi thank you for reaching out we decided to install ring system at home we no longer need the quote,"greeting,not_interested,chose_competitor"
319,i'm sorry but once again you have the wrong phone number please remove my number from your list there is no name1 at this number,"wrong_number,apology"
320,no you need to address my text with a real person responding did you read it are you the ai again,"misunderstood,negation"
321,they said i didn't qualify for that afre i was on the phone for half an hour with the occupation1,"transfer_success,not_eligible"
322,we could try around time1 what's the last four of your phone number so i'll know it's you get lot of spam calls,"agent_contact_info,schedule_call_day_n_time"
323,hi since i asked for pricing i have received non stop calls while im at work and i understand 1 call but is not pleasant to receive 3 phone calls if im not picking up and i want to remove my phone call from your list since i found the price very high the person i talked too told me that i needed to pay all the equipment right away like 1800 and sorry but thats a lot,"cost_too_high,excessive_contact,greeting,dnc"
324,hello name1 what would the offer be for monitoring services and installation of a camera in my backyard,"specific_equipment_cost,greeting"
325,good morning this is my only day off please do not call in the am woke the baby i will reach out when i have time to speak with you thank you,"delay_will_reply,greeting"
326,i'm at work right now can't talk but i was told i wouldn't qualify for financing i just need to know if i can make payments and how much they would be,"what_does_it_cost,delay_work,credit_denied"
327,you guys called me 5 times yesterday i'm at work i cannot be on the phone i'll get back to you guys when i'm available,"delay_will_reply,excessive_contact"
328,i'm sorry due to the fact that the price i was quoted through you was over money1 for the equipment my husband decided to go with organization1 who only charged us money2 for equipment and money3 a month for service i appreciate you reaching out though,"cost_too_high,chose_competitor"
329,it's time1 on a saturday someone just called me and now your texting im sleep call at a descent hourmatter of fact ill call u don't call me,"dnc,delay_will_reply"
330,i am interested however i currently own a ring door bell and i don't have any money for the startup costs so i've been doing some comparing in pricing for your company vivant vs ring security system,"delay_evaluating,is_interested,delay_finances"
331,we are not interested because the owner of the property i rented did not authorize me thanks you but do not insist more,"courtesy_or_statement,dnc,not_interested"
332,can i give you a call back when i get a chance we're going through a death in the family so i'd appreciate it if y'all didn't call me so much i'm busy and grieving,"delay_funeral,delay_will_reply"
333,i get promos from you guys free installation and 4 free sensors but your pricing is not less than money1 month,"promo_info,free_install,cost_demand"
334,hey name1 thanks for reaching out so we have vivint i was just interested in home automation mainly the ac and the garage opener controls my wife added me on the app and i was now able to see the options do you have an specials right now to help add these to our plan,"specific_equipment_cost,greeting,promo_info,courtesy_or_statement"
335,what would be the best time during the build to involve you all when low voltage installer is going through things,"how_does_it_work,new_home"
336,stop texting i have an appointment next wednesday to visit with your representative tell everyone to stop texting me please,"dnc,transfer_success"
337,lol it was the change in pricing yes when one day you're 54000 and 6 days later you're 2100 for less equipment it's a problem,"misunderstood,cost_too_high"
338,hi name1 i can't afford it my husband passed so i'm limited on monthly expenses i'm ok m disability so i'm very limited on my budget thank you name2,"greeting,needs_income"
339,i'm currently at work i want a estimate on 2 cameras the smart hub and the motion sensors for inside my brother had vivint set up at our house but has recently moved if i give my address can you look it up and mirror what he has to give an estimate,"existing_system,specific_equipment_cost,delay_work"
340,hey name1 i believe we will hold off on using drug1 the two big drawbacks for us are the fact that i cannot connect to my television and that if i decide i no longer needwant the monitoring i will have bought money1 worth of equipment i can no longer use thank you again for reaching out,"cost_too_high,greeting,not_interested,courtesy_or_statement,equipment_compatible"
341,i tried to talk to you all the other day and i was going to hook up the system cuz i was ready to pay for the installment had my card out and everything y'all hung up on me twice told me my credit's no good so please if you can't help me and y'all can stop hanging up on me then don't call me,"dnc,system_error,credit_denied"
342,how about monday morning that would work for me please call me at phonenumber1 this is my home phone number thank you,"schedule_call_day_n_time,info_for_someone_else"
343,hi name1 yes i am still interested in setting up the security system what is the best number and time to reach you,"confirmation,agent_contact_info,greeting,is_interested"
344,i will call tomorrow after i take possession of the new home we are not in the home until tomorrow afternoon,"schedule_call_day_n_time,delay_new_house"
345,hi i spoke with someone yesterday and will not be moving forward without a price not including a soft credit check,"transfer_success,send_quote"
346,i want the best equipment price and time they can come i want the top of the line system and i want the best plan,"promo_info,is_interested"
347,i have vivint in my home and i'm very unhappy with the service the information that i wasn't given and the price i'm paying that xfinity isn't even close to the price with my military discount and offers way more i want to keep it but i need to make some changes and upgrades,"is_interested,promo_info,cost_too_high"
348,no i cannot i will not be able to get what i had tried to order some things came up and i need to cancel,"negation,needs_income"
349,i can assure you based on yo predatory and harassing practices your services will not be utilized remove me from all sources and do not contact me further,"dnc,not_interested,excessive_contact"
350,yea ma'am we made it through the awful loss of our brother we have decided to go with a less expensive type of system,"delay_funeral,chose_competitor"
351,i am no longer in need please remove me from your list i have emailed this information and spoken with someone about this already thank you,"dnc,transfer_success"
352,i'm in the process of moving from this address i will let you all know where i'm relocating thank you so much,"courtesy_or_statement,delay_will_reply,delay_new_house"
353,your package is too expensive for us according to our credit when we spoke to your customer service but thank you,"courtesy_or_statement,transfer_success,needs_income,credit_denied"
354,i'm at an appointment right now can't talk but you said a free quote what would i be paying for if want to install the system,"send_quote,delay_hours,what_does_it_cost"
355,ok thank you i think around dob1 we should be moved in but if sooner i will contact you if that ok,"confirmation,schedule_call_day_n_time"
356,yes i am interested in talking with you however our current contract does not run out until the first of the year i am trying to find a new company to go with i am especially interested in at least one out door camera i also have a ring door bell in place ,"specific_equipment_cost,is_interested,in_contract"
357,free installation and at least 4 cameras plus door lock camera monitoring window alarms and price then we'll talk,"free_install,specific_equipment_cost"
358,no thank u your prices are to rich for me i'm on disability on a fixed income i can't afford you guys,"not_interested,needs_income"
359,hello i never submitted my phone number to this company stop calling me or i will complain in local authorities,"dnc,greeting"
360,we have had a loss in the family i work all day so i will reach out as soon as i'm available thank you,"delay_funeral,courtesy_or_statement,delay_conditional,delay_work"
361,we are buying a new home and considering security options we won't be ready until january but was interested in estimated costs,"what_does_it_cost,new_home"
362,hi there i just want to know how it works how much a month what i have to put down and if you run my credit,"how_does_it_work,greeting"
363,i am interested but dont need a full system nor want to be locked into long contract with large monthly fee,"about_contract,is_interested,no_monitoring"
364,but if can't give me cost nevermind need what's due at installation monthly fee and all equipment included,"free_install,send_quote,buy_equipment"
365,i'm going with another company adt because they are giving me the deal i wanted as far as the cameras and the door lock camera and the window alarms lights and monitors at a good price so there is no need to call me unless you have a better price upon my comparison of you and there prices,"cost_demand,dnc,chose_competitor"
366,honey with the death of my husband so suddenly i'm not going to be able to do anything like we wanted i'm sorry for waiting your time thanks,"delay_funeral,courtesy_or_statement,not_interested,apology"
367,i'm curious about the upfront vs the monthly am i required to purchase the equipment vs having a subscription ,"about_contract,buy_equipment"
368,let me tell you quickly what i want i'm at work so i can text real quick maybe call you a little later so i have two doors i want two sensors for those 2 outdoor cameras a doorbell camera and a passcode lock or electronic door knob or whatever y'all offer,"specific_equipment_cost,delay_work,home_specifications,delay_hours,text_only"
369,i would love to have all this automation and vivint sounds awesome but we can't afford it the vivint equipment cost is too high we already paid for equipment once and we don't want to pay again so we're looking for a company that can use our equipment,"cost_too_high,equipment_compatible,needs_income,is_interested"
370,hello name1 can you please give me a brief idea as to what it would cost on your basic security package including installation thank you,"greeting,what_does_it_cost"
371,hi name1 lost my voice 24 years ago so phone calls are not part of my life i only text or is organization1 messenger,"text_only,greeting"
372,a employee name name1 told me that i didn't qualify after he did a soft credit check on me and told me i did,"transfer_success,credit_denied"
373,ok l'll be contacting you around 1230 pm we haven't moved yet to our new home but want to install the security system thanks,"confirmation,is_interested,schedule_call_day_n_time,new_home,courtesy_or_statement"
374,i am not available this morning but would like to know how much it would cost for just 4 outside cameras with monitoring,"buy_equipment,delay_hours"
375,how about i call you when i'm available is this a great number to call you and what is the latest time,"agent_contact_info,delay_will_reply"
376,thanks for checking in but we are still in the process of moving into our new home we are not ready to make any decisions thanks,"delay_evaluating,delay_new_house"
377,good morning this is not name1 could you please do me favor please remove my number on your do not call or text list thank you,"confirmation,wrong_number,dnc,greeting"
378,i've just been getting bombarded with phone calls to the point where i have to block your number can you please take me off your call list thank you,"courtesy_or_statement,dnc,excessive_contact"
379,i need to know how much this going to cost can u send me to my email emailaddress1 to show it to my wife to make a decision,"send_info,what_does_it_cost"
380,hi name1 do you have flood lights and door bell with talk assistant thru it thts all we need and is there a monthly fee ,"specific_equipment_cost,greeting,what_does_it_cost"
381,i've already talked to someone we didn't not qualify to pay off the equipment we are not paying up front,"not_eligible,transfer_success,cost_too_high"
382,hello can you just send me the quotes and what different services you offer and how much it cost i'm still working i'm off at time1,"schedule_call_day_n_time,send_quote,what_does_it_cost"
383,if you can offer me a lower monthly and a clear cost of what the initial price would be i would like to sign up today,"cost_demand,what_does_it_cost,is_interested"
384,name1 i need 3 doors and 7 windows with sensors plus video if you can give me a ball park figure of how much we are talking about it would decide if i should move or keep what i currently have,"specific_equipment_cost,home_specifications"
385,good afternoon name1 i am interested in a protection system but will not be ready for until at date1 when we decide purchase our home thanks,"future_interest,greeting,is_interested,delay_new_house"
386,yes but the first person i talked to before needing my social security which i told him i will never ever give my ss and he hung up,"confirmation,negative_call_center_experience,transfer_success"
387,hello i've been sick i'm looking for quotes for home security for a home that's in the process of completion,"send_quote,greeting,delay_sick"
388,thank you searching for system without multiple keypadshome base towers need + 35 security cameras interiorexterior,"courtesy_or_statement,specific_equipment_cost"
389,yes can you give me a quick quote for 3 doors a room monitor 2 cameras my credit is not great got divorced and trying to make repairs,"confirmation,specific_equipment_cost"
390,oh i'm sorry i was doing something and didn't recognize the number you can call me back if you have time,"call_now,apology"
391,i work 12 hr shifts 7 days a week and i have a child that's in the hospital with a condition1 i have horrible neighbors and is interested in your free installation i do not have the time to talk can you give me a price on what 4 camera systems cost a month,"text_only,specific_equipment_cost"
392,i have found another security system since you don't serve my area please stop contacting me thank you,"dnc,chose_competitor"
393,i tried to explore options and the guy wanted to run my credit report right away without answering any questions i had i'll be looking for another home security system elsewhere,"negative_call_center_experience,transfer_success,not_interested"
394,please take me off of you contact list no longer interested overwhelm with a tragic family issue,"dnc,not_interested"
395,hello name1 sorry to inform you but i am not interested in going with vivint anymore when i was talking to one of the guys about what i wanted which was the panel and 3 to 4 cameras i was quoted almost 3000 thats ridiculous i'm with adt and i would have to pay and arm and leg for just 3 cameras being around 600 for all three how it world would i have to pay that much with vivint it would be cheaper for me to run my own security system either closed network or wifi and encrypt it for less then 300 so what about vivint makes it worth 3000 in no way am i trying to be rude towards you or your company i'm just curious,"transfer_success,greeting,cost_too_high,not_interested"
396,i'm at work right now i can only text how much would it be for just be door bell camera ans 2 additional cameras,"specific_equipment_cost,delay_work"
397,right now we don't need anything our house is on the market and i'll let the new home owners do their own security,"future_interest,info_for_someone_else"
398,ok thank you fyi we are in the process of closing on the purchase of a new home in location1 closing date of december 9th,"confirmation,new_home"
399,i can talk later today i've already done that call and it was more than i wanted a month for what i'm already getting,"transfer_success,cost_too_high,delay_hours"
400,what is cost for 2 cameras 1 camera door bell and glass breakage for 3 rooms and discounts available,"promo_info,specific_equipment_cost,home_specifications"
401,can you provide security system to replace my current system i have 7 doors monitored3 of which is in my outbuilding 3 rooms motion sensor smoke detector video doorbell carbon monoxide detector security panel full controlled iphone app no installation no term requirements and free installation and monitor for 20 per month,"cost_demand,specific_equipment_cost"
402,hello name1 i think i had spoken to someone already and once i received my quote it was something i can't affordthe equipment was above my budget and i think a friend was telling me adt was a lot cheaper,"greeting,cost_too_high"
403,i cant pay that type of money up front i have spoken with 3 people and they say i have to pay up front,"transfer_success,needs_income"
404,please do not contact me again i am having rings installed thank you for your time do not reply to this message thank you,"courtesy_or_statement,dnc,confirmation,chose_competitor"
405,i'm at work so can't talk sry my husband and i discussed it and the price was just to high for our budget sorry for wasting y'all's time,"cost_too_high,delay_work,apology"
406,hi name1 i am still interested i'm closing on our home next friday we should be walking through again early next week i wanted to get a good count of doors and windows so that i could provide as much information during the consultation,"greeting,is_interested,delay_new_house"
407,good afternoon i don't think it's necessary to call and text me every day when i'm ready for service i will call but for now please stop,"future_interest,dnc,excessive_contact"
408,i'm moving some where different that has a security system already but if i decide i would like that extra peace of mind in side my home could i reach out for a quote,"equipment_compatible,send_quote,new_home"
409,please remove me from the mailing list i was considering your product but you guys are too aggressive,"dnc,excessive_contact"
410,hey name1 i am no longer interested please remove me from your call list and text list thank you and have a great day,"courtesy_or_statement,dnc,greeting,not_interested"
