,phrase,intents
148,"what airline stands for hp , what are all the available meals and what is restriction ap57","atis_airline,atis_meal,atis_restriction"
149,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday and also fine can you give me information on ground transportation in washington dc to downtown,"atis_flight_no,atis_ground_service"
150,show me airports in washington dc,atis_airport
151,"does any airline have an early afternoon flight from boston to pittsburgh , what is the seating capacity of a boeing 767 and then is there ground transportation from the milwaukee airport to the downtown area","atis_airline,atis_capacity,atis_ground_service"
152,what airport in new york is closest to downtown,atis_airport
153,what aircraft is used on delta flight 1222 from kansas city to salt lake city and how much does it cost to get downtown from the atlanta airport by limousine,"atis_aircraft,atis_ground_fare"
154,how many cities are served by twa with first class flights,atis_quantity
155,"what is the smallest aircraft available to fly on from pittsburgh to baltimore , what airport is at tampa and what is the flight number of the earliest flight between boston and washington dc","atis_aircraft,atis_airport,atis_flight_no"
156,how long does it take to get from denver to oakland,atis_distance
157,what does nw stand for and what cities does continental service,"atis_abbreviation,atis_city"
158,what's the smallest plane flying from pittsburgh to baltimore on december seventeenth and also what is restriction ap57,"atis_aircraft,atis_restriction"
159,define airline us,atis_abbreviation
160,how many flights arrive at general mitchell international,atis_quantity
161,what time are flights from denver to san francisco on continental airlines and also tell me about ground transportation at san francisco,"atis_flight_time,atis_ground_service"
162,what are the prices of the flights from dallas to baltimore and also please list the flight times from newark to boston,"atis_airfare,atis_flight_time"
163,how far is downtown from the airport in dallas and then what is the cost of the air taxi operation at philadelphia international airport,"atis_distance,atis_ground_fare"
164,"what's the lowest round trip fare from dallas to atlanta , what is the total schedule for delta's flights to all airports and also what is restriction ap57","atis_airfare,atis_flight_time,atis_restriction"
165,is there limo service at pittsburgh airport and also what are all the available meals,"atis_ground_service,atis_meal"
166,what airport is at tampa,atis_airport
167,can you list costs of denver rental cars and also what are the restrictions on the cheapest one way fare between boston and oakland,"atis_ground_fare,atis_restriction"
168,what is the price of a first class ticket from milwaukee to san francisco round trip and then what price is a limousine service in boston,"atis_airfare,atis_ground_fare"
169,what cities does continental service and also what is restriction ap80,"atis_city,atis_restriction"
170,names of airports and also what are my meal options from boston to denver,"atis_airport,atis_meal"
171,"airports in new york , find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon and then is there a meal on delta flight 852 from san francisco to dallas fort worth","atis_airport,atis_flight,atis_meal"
172,give me a list of airports in baltimore and then please list the flight times from newark to boston,"atis_airport,atis_flight_time"
173,"what aircraft has the largest seating capacity , what is the cost of the air taxi operation at philadelphia international airport and then what are my meal options from boston to denver","atis_aircraft,atis_ground_fare,atis_meal"
174,can you show me the price of a flight to washington from atlanta on thursday morning and then what time does the tuesday morning 755 flight leaving washington arrive in san francisco,"atis_airfare,atis_flight_time"
175,show me the fares for a first class ticket from baltimore to dallas and also i would like the time of all flights from san francisco to pittsburgh on sunday,"atis_airfare,atis_flight_time"
176,what are all the available meals and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,"atis_meal,atis_restriction"
177,how many seats in a 100 and also is there ground transportation from the dallas airport to downtown dallas,"atis_capacity,atis_ground_service"
178,what is the cost of limousine service in philadelphia and what are my meal options from boston to denver,"atis_ground_fare,atis_meal"
179,all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning and please list the flight times from pittsburgh to newark,"atis_aircraft,atis_flight_time"
180,"houston airports , show me the cheapest fare in the database and then ground transportation in dallas and boston","atis_airport,atis_cheapest,atis_ground_service"
181,airports and then what is the total seating capacity of all aircraft of american airlines,"atis_airport,atis_capacity"
182,houston airports and do i get a meal on the atlanta to bwi flight eastern 210,"atis_airport,atis_meal"
183,show me all meals on flights from atlanta to washington and how many booking classes are there,"atis_meal,atis_quantity"
184,what airline is ea and then flight numbers from columbus to minneapolis tomorrow,"atis_airline,atis_flight_no"
185,are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning and also please tell me how many nonstop flights there are from boston to atlanta,"atis_city,atis_quantity"
186,what is the earliest departure time from boston to denver and in boston is there ground transportation between airport and downtown,"atis_flight_time,atis_ground_service"
187,what is ord and is there a meal on delta flight 852 from san francisco to dallas fort worth,"atis_abbreviation,atis_meal"
188,show me the cheapest fare in the database and then where is general mitchell international located,"atis_cheapest,atis_city"
189,"what's the next smallest plane after a turboprop , please show me the return flight number from toronto to st. petersburg and also do i get a meal on the atlanta to bwi flight eastern 210","atis_aircraft,atis_flight_no,atis_meal"
190,"show me the type of aircraft that cp uses , what are the cities that american airlines serves and what is the earliest departure time from boston to denver","atis_aircraft,atis_city,atis_flight_time"
191,what's the capacity of a 733 and then how many different flight classes are there,"atis_capacity,atis_quantity"
192,"round trip fare from baltimore to philadelphia less than 1000 dollars , what's the name of the denver airport and also how much does it cost to get downtown from the atlanta airport by limousine","atis_airfare,atis_airport,atis_ground_fare"
193,how many different flight classes are there,atis_quantity
194,how far is the airport from downtown pittsburgh,atis_distance
195,list a round trip fare from kansas city to minneapolis flights and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,"atis_airfare,atis_restriction"
196,list all round trip fares from pittsburgh to washington dc,atis_airfare
197,how much is a round trip fare from memphis to seattle,atis_airfare
198,show me the cities served by nationair and what types of ground transportation are available in denver,"atis_city,atis_ground_service"
199,show me the cheapest fare in the database and then how many first class flights does united have leaving from all cities today,"atis_cheapest,atis_quantity"
200,what is the abbreviation d10 and then what are the seating capacities of planes between pittsburgh and baltimore,"atis_abbreviation,atis_capacity"
201,what does the fare code yn mean and please show me all airports in denver,"atis_abbreviation,atis_airport"
202,"what does code y mean , what cities does continental service and show flights from denver to san francisco","atis_abbreviation,atis_city,atis_flight"
203,"how much does it cost to fly from atlanta to san francisco , how many people fit on a 73s and then what is the schedule of ground transportation from washington airport into downtown","atis_airfare,atis_capacity,atis_flight_time"
204,where is general mitchell international located and when does continental fly from philadelphia to denver on sundays,"atis_city,atis_flight_time"
205,how many airports does oakland have,atis_quantity
206,what are the restrictions on the cheapest one way fare between boston and oakland,atis_restriction
207,names of airports and then how long does it take to get from atlanta airport into the city of atlanta,"atis_airport,atis_distance"
208,what airlines are there and also do i get a meal on the atlanta to bwi flight eastern 210,"atis_airline,atis_meal"
209,show me all meals on flights from atlanta to washington,atis_meal
210,what's the capacity of an f28 and then show me all meals on flights from atlanta to washington,"atis_capacity,atis_meal"
211,show me airports near washington dc,atis_airport
212,"what kinds of planes are used by american airlines , and i'll need ground transportation for tuesday july sixth to wednesday july seventh in san diego and then what are my meal options from boston to denver","atis_aircraft,atis_ground_service,atis_meal"
213,do you have the fare for traveling from oakland airport to oakland downtown and how many flights does delta have with a class of service code f,"atis_airfare,atis_quantity"
214,what are the seating capacities of planes between pittsburgh and baltimore and what types of meals are available,"atis_capacity,atis_meal"
215,i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal,atis_flight_time
216,what type of airplane is an m80,atis_aircraft
217,"where is general mitchell international located , what are my meal options from boston to denver and how many american airline flights leave denver june tenth","atis_city,atis_meal,atis_quantity"
218,what is the name of the airport at denver,atis_airport
219,what is restriction ap 80 and then i would like information on flights leaving atlanta and arriving in dallas,"atis_abbreviation,atis_flight"
220,show me one way flights from tampa to st. louis departing before 10 am first class,atis_flight
221,which cities does united airlines service and also flight numbers from columbus to minneapolis tomorrow,"atis_city,atis_flight_no"
222,what times does the late afternoon flight leave from washington for denver and what is the cost of the air taxi operation at philadelphia international airport,"atis_flight_time,atis_ground_fare"
223,which cities are serviced by both american and delta airlines and then what is the distance from toronto international airport to toronto,"atis_city,atis_distance"
224,what does fare code m mean and show me the airlines that fly from san francisco to boston,"atis_abbreviation,atis_airline"
225,how many people fly on a turboprop and then how long does it take to get from atlanta airport into the city of atlanta,"atis_capacity,atis_distance"
226,"what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover , how many seats in a 734 and also what cities are served by canadian airlines international","atis_aircraft,atis_capacity,atis_city"
227,what time are flights from denver to san francisco on continental airlines,atis_flight_time
228,"what does fare code y mean , what is the seating capacity of the various airplanes that united airlines uses and also i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal","atis_abbreviation,atis_capacity,atis_flight_time"
229,what airlines fly from philadelphia to san francisco and what cities does continental service,"atis_airline,atis_city"
230,what is dl and also show me all meals on flights from atlanta to washington,"atis_abbreviation,atis_meal"
231,show me the cheapest fare in the database and show me all the cities that midwest express serves,"atis_cheapest,atis_city"
232,what is fare code m and also what are the restrictions on the cheapest one way fare between boston and oakland,"atis_abbreviation,atis_restriction"
233,"are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning , what is the distance from la guardia to new york's downtown and what types of meals are available","atis_city,atis_distance,atis_meal"
234,cheapest airfare from tacoma to orlando and also please show me airlines with flights from denver to boston with a stopover in philadelphia,"atis_airfare,atis_airline"
235,what are the flights from kansas city to burbank on saturday may twenty two on america west,atis_flight
236,what's the capacity of a 733 and also show me the cheapest fare in the database,"atis_capacity,atis_cheapest"
237,what is american's schedule of morning flights to atlanta,atis_flight_time
238,how many cities are served by continental with first class flights,atis_quantity
239,show me the cheapest fare in the database and then show me flights from new york to miami,"atis_cheapest,atis_flight"
240,"is there a plane from boston to washington , flight numbers from minneapolis to long beach on june twenty six and do i get a meal on the atlanta to bwi flight eastern 210","atis_aircraft,atis_flight_no,atis_meal"
241,what aircraft is used on delta flight 1222 from kansas city to salt lake city,atis_aircraft
242,what does co mean,atis_abbreviation
243,"what's the capacity of an f28 , please list the prices for a rental car in pittsburgh and also how many flights does continental airlines have with a class of service code f","atis_capacity,atis_ground_fare,atis_quantity"
244,are there any flights from boston to san francisco stopping in denver,atis_flight
245,what are the cities that american airlines serves and also what is restriction ap57,"atis_city,atis_restriction"
246,which airlines fly from boston to san francisco,atis_airline
247,"what does code yn mean , show me airports in washington dc and also please show me the return flight number from toronto to st. petersburg","atis_abbreviation,atis_airport,atis_flight_no"
248,are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning and also what is the distance from san francisco international airport to san francisco,"atis_city,atis_distance"
249,all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco and also what are the rental car rates in san francisco,"atis_flight_time,atis_ground_fare"
250,define airline ua,atis_abbreviation
251,"how far is the airport from downtown pittsburgh , show me non first class flights from baltimore to dallas and may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday","atis_distance,atis_flight,atis_flight_no"
252,pittsburgh to denver and also how many united flights are there from san francisco please,"atis_flight,atis_quantity"
253,please show me the return flight number from toronto to st. petersburg,atis_flight_no
254,does continental fly from boston to san francisco and then what is the ground transportation available in boston,"atis_flight,atis_ground_service"
255,what is bur,atis_abbreviation
256,what time does the flight leave denver going to san francisco on continental airlines and what are all the available meals,"atis_flight_time,atis_meal"
257,show me the cheapest fare in the database and what are the rental car rates in san francisco,"atis_cheapest,atis_ground_fare"
258,i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast and also what is restriction ap80,"atis_flight,atis_restriction"
259,"i need a flight from philadelphia to denver on sunday , how many airlines fly from new york to los angeles by way of milwaukee and then what is restriction ap80","atis_flight,atis_quantity,atis_restriction"
260,"what aircraft is used on delta flight 1222 from kansas city to salt lake city , show me the cheapest fare in the database and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars","atis_aircraft,atis_cheapest,atis_restriction"
261,"what airlines from washington dc to columbus , show me the cheapest fare in the database and then what is the distance from la guardia to new york's downtown","atis_airline,atis_cheapest,atis_distance"
262,i would like the fare on the us air 1039 from denver to pittsburgh on april twenty and also what's the name of the denver airport,"atis_airfare,atis_airport"
263,which airlines fly from boston to washington dc and what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,"atis_airline,atis_restriction"
264,which airlines fly from bwi to dallas fort worth,atis_airline
265,what price is a limousine service to new york's la guardia and what is restriction ap80,"atis_ground_fare,atis_restriction"
